grupo,path,created,age,sessions,pv,impr,clicks_gsc,cat,title,file
A-muerta,/mx/calculadora-cuanto-tarda-ver-serie-mexico,2026-07-03,22,0,0,0,0,entretenimiento,Calculadora de Maratón de Serie — México 2026 (Tiempo para Ver),src/content/calcs-mx/calculadora-cuanto-tarda-ver-serie-mexico.json
A-muerta,/mx/calculadora-dividir-gastos-cuenta-amigos-mexico,2026-07-03,22,0,0,0,0,finanzas,Calculadora para dividir gastos entre amigos — México 2026,src/content/calcs-mx/calculadora-dividir-gastos-cuenta-amigos-mexico.json
A-muerta,/mx/calculadora-edad-perro-anos-humanos-mexico,2026-07-03,22,0,0,0,0,mascotas,Edad de Perro en Años Humanos según Tamaño — México 2026,src/content/calcs-mx/calculadora-edad-perro-anos-humanos-mexico.json
A-muerta,/mx/decidir/cuanto-fondo-de-emergencia-necesito,2026-07-03,22,0,0,0,0,finanzas,¿Cuánto fondo de emergencia necesito? | Hacé Cuentas,src/content/comparaciones/cuanto-fondo-de-emergencia-necesito.json
A-muerta,/pe/calculadora-bebidas-por-invitado-evento-peru,2026-07-03,22,0,0,0,0,cocina,Calcular Bebida para Evento en Perú 2026: Litros por Persona,src/content/calcs-pe/calculadora-bebidas-por-invitado-evento-peru.json
A-muerta,/pe/calculadora-carne-asado-kg-por-persona-peru,2026-07-03,22,0,0,0,0,cocina,Calculadora de carne para parrilla por persona Perú 2026,src/content/calcs-pe/calculadora-carne-asado-kg-por-persona-peru.json
A-muerta,/pe/calculadora-cuanto-tarda-ver-serie-peru,2026-07-03,22,0,0,0,0,entretenimiento,Calculadora de cuánto tarda ver una serie — Perú 2026,src/content/calcs-pe/calculadora-cuanto-tarda-ver-serie-peru.json
A-muerta,/pe/calculadora-edad-perro-anos-humanos-peru,2026-07-03,22,0,0,0,0,mascotas,Edad de Perro en Años Humanos según Tamaño — Perú 2026 | Hacé Cuentas,src/content/calcs-pe/calculadora-edad-perro-anos-humanos-peru.json
A-muerta,/pe/conversor-tazas-a-gramos-cocina-peru,2026-07-03,22,0,0,0,0,cocina,Tazas a Gramos Perú: tabla de conversión por ingrediente | Hacé Cuenta,src/content/calcs-pe/conversor-tazas-a-gramos-cocina-peru.json
A-muerta,/pe/decidir/cuanto-fondo-de-emergencia-necesito,2026-07-03,22,0,0,0,0,finanzas,¿Cuánto fondo de emergencia necesito? | Hacé Cuentas,src/content/comparaciones/cuanto-fondo-de-emergencia-necesito.json
A-muerta,/py/calculadora-cuanto-tarda-ver-serie-paraguay,2026-07-03,22,0,0,0,0,entretenimiento,Calculadora de cuánto tarda ver una serie — Paraguay 2026,src/content/calcs-py/calculadora-cuanto-tarda-ver-serie-paraguay.json
A-muerta,/py/calculadora-edad-perro-anos-humanos-paraguay,2026-07-03,22,0,0,0,0,mascotas,Edad de Perro en Años Humanos según Tamaño — Paraguay 2026 | Hacé Cuen,src/content/calcs-py/calculadora-edad-perro-anos-humanos-paraguay.json
A-muerta,/py/conversor-tazas-a-gramos-cocina-paraguay,2026-07-03,22,0,0,0,0,cocina,Tazas a Gramos Paraguay: tabla de conversión por ingrediente | Hacé Cu,src/content/calcs-py/conversor-tazas-a-gramos-cocina-paraguay.json
A-muerta,/uy/calculadora-bebidas-por-invitado-evento-uruguay,2026-07-03,22,0,0,0,0,cocina,Calcular bebida para evento Uruguay 2026: litros por persona,src/content/calcs-uy/calculadora-bebidas-por-invitado-evento-uruguay.json
A-muerta,/uy/calculadora-carne-asado-kg-por-persona-uruguay,2026-07-03,22,0,0,0,0,cocina,Calculadora de carne para asado por persona Uruguay 2026,src/content/calcs-uy/calculadora-carne-asado-kg-por-persona-uruguay.json
A-muerta,/uy/calculadora-cuanto-tarda-ver-serie-uruguay,2026-07-03,22,0,0,0,0,entretenimiento,"Calculadora maratón de serie: Uruguay 2026, Tiempo para ver",src/content/calcs-uy/calculadora-cuanto-tarda-ver-serie-uruguay.json
A-muerta,/uy/calculadora-dividir-gastos-cuenta-amigos-uruguay,2026-07-03,22,0,0,0,0,finanzas,Calculadora para dividir gastos entre amigos — Uruguay 2026,src/content/calcs-uy/calculadora-dividir-gastos-cuenta-amigos-uruguay.json
A-muerta,/uy/conversor-tazas-a-gramos-cocina-uruguay,2026-07-03,22,0,0,0,0,cocina,Tazas a gramos por ingrediente — Uruguay 2026,src/content/calcs-uy/conversor-tazas-a-gramos-cocina-uruguay.json
A-muerta,/ve/calculadora-bebidas-por-invitado-evento-venezuela,2026-07-03,22,0,0,0,0,cocina,Calcular Bebida para Evento en Venezuela 2026: Litros por Persona,src/content/calcs-ve/calculadora-bebidas-por-invitado-evento-venezuela.json
A-muerta,/ve/calculadora-carne-asado-kg-por-persona-venezuela,2026-07-03,22,0,0,0,0,cocina,Calculadora de carne para parrilla por persona Venezuela 2026,src/content/calcs-ve/calculadora-carne-asado-kg-por-persona-venezuela.json
A-muerta,/ve/calculadora-cuanto-tarda-ver-serie-venezuela,2026-07-03,22,0,0,0,0,entretenimiento,Calculadora de cuánto tarda ver una serie — Venezuela 2026,src/content/calcs-ve/calculadora-cuanto-tarda-ver-serie-venezuela.json
A-muerta,/ve/calculadora-dividir-gastos-cuenta-amigos-venezuela,2026-07-03,22,0,0,0,0,finanzas,Calculadora para dividir gastos entre amigos: Venezuela 2026,src/content/calcs-ve/calculadora-dividir-gastos-cuenta-amigos-venezuela.json
A-muerta,/ve/calculadora-edad-perro-anos-humanos-venezuela,2026-07-03,22,0,0,0,0,mascotas,Edad de Perro en Años Humanos según Tamaño — Venezuela 2026 | Hacé Cue,src/content/calcs-ve/calculadora-edad-perro-anos-humanos-venezuela.json
A-muerta,/ve/conversor-tazas-a-gramos-cocina-venezuela,2026-07-03,22,0,0,0,0,cocina,Tazas a Gramos Venezuela: tabla de conversión por ingrediente | Hacé C,src/content/calcs-ve/conversor-tazas-a-gramos-cocina-venezuela.json
A-muerta,/calculadora-cuantos-dias-faltan-para-una-fecha,2026-07-05,20,0,0,0,0,matematica,Cuántos Días Faltan para una Fecha | Hacé Cuentas,src/content/calcs/calculadora-cuantos-dias-faltan-para-una-fecha.json
A-muerta,/calculadora-que-porcentaje-es-un-numero-de-otro,2026-07-05,20,0,0,0,0,matematica,Qué Porcentaje es un Número de Otro | Hacé Cuentas,src/content/calcs/calculadora-que-porcentaje-es-un-numero-de-otro.json
A-muerta,/conversor-fraccion-a-decimal,2026-07-05,20,0,0,0,0,matematica,Fracción a Decimal: convertir y pasar a porcentaje | Hacé Cuentas,src/content/calcs/conversor-fraccion-a-decimal.json
A-muerta,/conversor-numero-a-ordinal,2026-07-05,20,0,0,0,0,matematica,Número Ordinal: convertir un número a su ordinal en español | Hacé Cue,src/content/calcs/conversor-numero-a-ordinal.json
A-muerta,/convertir-mayusculas-minusculas,2026-07-05,20,0,0,0,0,matematica,Convertir a Mayúsculas y Minúsculas online gratis | Hacé Cuentas,src/content/calcs/convertir-mayusculas-minusculas.json
A-muerta,/generador-de-contrasenas-seguras,2026-07-05,20,0,0,0,0,matematica,Generador de Contraseñas Seguras online gratis | Hacé Cuentas,src/content/calcs/generador-de-contrasenas-seguras.json
A-muerta,/cl/calculadora-puntaje-ponderado-paes-universidad-de-chile,2026-07-06,19,0,0,0,0,vida,Calculadora Puntaje Ponderado PAES Universidad de Chile 2026 | Hacé Cu,src/content/calcs-cl/calculadora-puntaje-ponderado-paes-universidad-de-chile.json
A-muerta,/do/calculadora-antiguedad-laboral-republica-dominicana,2026-07-06,19,0,0,0,0,laboral,Calculadora de Antigüedad Laboral República Dominicana 2026 | Hacé Cue,src/content/calcs-do/calculadora-antiguedad-laboral-republica-dominicana.json
A-muerta,/es/calculadora-antiguedad-laboral-espana,2026-07-06,19,0,0,0,0,laboral,Calculadora de Antigüedad Laboral España 2026 | Hacé Cuentas,src/content/calcs-es/calculadora-antiguedad-laboral-espana.json
A-muerta,/es/calculadora-salario-por-hora-espana,2026-07-06,19,0,0,0,0,laboral,Calculadora Salario por Hora España 2026 | Hacé Cuentas,src/content/calcs-es/calculadora-salario-por-hora-espana.json
A-muerta,/pe/calculadora-antiguedad-laboral-peru,2026-07-06,19,0,0,0,0,laboral,Calculadora de Antigüedad Laboral Perú 2026 | Hacé Cuentas,src/content/calcs-pe/calculadora-antiguedad-laboral-peru.json
A-muerta,/pe/calculadora-recargo-nocturno-peru,2026-07-06,19,0,0,0,0,laboral,Recargo Nocturno Perú 2026 — Calculadora Sobretasa 35% | Hacé Cuentas,src/content/calcs-pe/calculadora-recargo-nocturno-peru.json
A-muerta,/uy/calculadora-antiguedad-laboral-uruguay,2026-07-06,19,0,0,0,0,laboral,Calculadora de Antigüedad Laboral Uruguay 2026 | Hacé Cuentas,src/content/calcs-uy/calculadora-antiguedad-laboral-uruguay.json
A-muerta,/uy/calculadora-recargo-nocturno-uruguay,2026-07-06,19,0,0,0,0,laboral,Prima por Nocturnidad Uruguay 2026 — Calculadora 20% | Hacé Cuentas,src/content/calcs-uy/calculadora-recargo-nocturno-uruguay.json
A-muerta,/calculadora-compras-chile-vs-argentina,2026-07-10,15,0,0,0,0,viajes,Calculadora compras en Chile vs Argentina | Hacé Cuentas,src/content/calcs/compras-chile-vs-argentina.json
A-muerta,/calculadora-costo-balneario-playa-argentina,2026-07-10,15,0,0,0,0,viajes,Calculadora balneario y playa: costo por día | Hacé Cuentas,src/content/calcs/costo-balneario-playa-argentina.json
A-muerta,/calculadora-costo-camping-escapada-argentina,2026-07-10,15,0,0,0,0,viajes,Calculadora camping y escapada barata | Hacé Cuentas,src/content/calcs/costo-camping-escapada-argentina.json
A-muerta,/calculadora-costo-cine-familia-argentina,2026-07-10,15,0,0,0,0,vida,Calculadora costo de cine en familia Argentina | Hacé Cuentas,src/content/calcs/costo-cine-familia-argentina.json
A-muerta,/calculadora-costo-colonia-vacaciones-argentina,2026-07-10,15,0,0,0,0,vida,Calculadora costo colonia de vacaciones Argentina | Hacé Cuentas,src/content/calcs/costo-colonia-vacaciones-argentina.json
A-muerta,/calculadora-costo-parque-diversiones-salida-infantil,2026-07-10,15,0,0,0,0,vida,Calculadora parque de diversiones y salida infantil | Hacé Cuentas,src/content/calcs/costo-parque-diversiones-salida-infantil.json
A-muerta,/calculadora-costo-previa-boliche-argentina,2026-07-10,15,0,0,0,0,vida,Calculadora previa y boliche: cuánto gastar | Hacé Cuentas,src/content/calcs/costo-previa-boliche-argentina.json
A-muerta,/calculadora-hotel-vs-alquiler-temporario-escapada,2026-07-10,15,0,0,0,0,viajes,Hotel vs alquiler temporario: calculadora | Hacé Cuentas,src/content/calcs/hotel-vs-alquiler-temporario-escapada.json
A-muerta,/calculadora-vacaciones-invierno-chicos-argentina,2026-07-10,15,0,0,0,0,vida,Vacaciones de invierno con chicos: calculadora | Hacé Cuentas,src/content/calcs/vacaciones-invierno-chicos-argentina.json
B-casi-muerta,/en/10k-projection-from-5k-riegel,2026-04-21,95,0,0,1,0,deportes,10K Pace Predictor from 5K (Riegel) 2026 | Hacé Cuentas,src/content/calcs-en/10k-projection-from-5k-riegel.json
B-casi-muerta,/en/added-sugars-daily-oms-mg-grams,2026-04-21,95,0,0,1,0,salud,WHO Daily Sugar Limit: calculator + table | Hacé Cuentas,src/content/calcs-en/added-sugars-daily-oms-mg-grams.json
B-casi-muerta,/en/airbnb-short-term-rental-net-profit,2026-04-21,95,0,0,1,0,finanzas,Airbnb Net Profit Calculator 2026 | Hacé Cuentas,src/content/calcs-en/airbnb-short-term-rental-net-profit.json
B-casi-muerta,/en/airdrop-historical-value-tokens-qualifying,2026-04-21,95,0,0,1,0,finanzas,Crypto Airdrop Calculator: Earnings per Hour + Historical Data | Hacé ,src/content/calcs-en/airdrop-historical-value-tokens-qualifying.json
B-casi-muerta,/en/base-conversion-decimal-binary-hex,2026-04-21,95,0,0,1,0,matematica,"Binary, Decimal, Hex Converter: calculator + table | Hacé Cuentas",src/content/calcs-en/base-conversion-decimal-binary-hex.json
B-casi-muerta,/en/ceramic-tile-adhesive-bags,2026-04-21,95,0,0,1,0,construccion,How Many Bags of Tile Adhesive Per Square Meter?,src/content/calcs-en/ceramic-tile-adhesive-bags.json
B-casi-muerta,/en/ceramic-tiles-m2-boxes,2026-04-21,95,0,0,1,0,construccion,How Many Boxes of Tile Do I Need? Calculator + Table | Hacé Cuentas,src/content/calcs-en/ceramic-tiles-m2-boxes.json
B-casi-muerta,/en/compost-maturation-time,2026-04-21,95,0,0,1,0,jardineria,How Long Does Compost Take? Calculator + Time Table | Hacé Cuentas,src/content/calcs-en/compost-maturation-time.json
B-casi-muerta,/en/conversion-degrees-radians-gradians,2026-04-21,95,0,0,1,0,matematica,Degrees to Radians Converter: Calculator + Table | Hacé Cuentas,src/content/calcs-en/conversion-degrees-radians-gradians.json
B-casi-muerta,/en/conversion-gallons-to-liters-us-uk,2026-04-21,95,0,0,1,0,matematica,Gallons to Liters Converter (US & UK): calculator + table | Hacé Cuent,src/content/calcs-en/conversion-gallons-to-liters-us-uk.json
B-casi-muerta,/en/conversion-miles-kilometers,2026-04-21,95,0,0,1,0,matematica,Miles to Kilometers Converter: Calculator + Table | Hacé Cuentas,src/content/calcs-en/conversion-miles-kilometers.json
B-casi-muerta,/en/cylinder-volume-radius-height,2026-04-21,95,0,0,1,0,matematica,Cylinder Volume Calculator: V = π·r²·h + Reference Table | Hacé Cuenta,src/content/calcs-en/cylinder-volume-radius-height.json
B-casi-muerta,/en/deuda-bola-nieve,2026-04-21,95,0,0,1,0,finanzas,Snowball Debt Payoff Calculator 2026 | Hacé Cuentas,src/content/calcs-en/deuda-bola-nieve.json
B-casi-muerta,/en/exam-study-time-pages-difficulty,2026-04-21,95,0,0,1,0,educacion,Exam Study Hours Calculator 2026 | Hacé Cuentas,src/content/calcs-en/exam-study-time-pages-difficulty.json
B-casi-muerta,/en/factorial-numero-n,2026-04-21,95,0,0,1,0,matematica,Factorial Calculator (n!) — table of values 0–20 | Hacé Cuentas,src/content/calcs-en/factorial-numero-n.json
B-casi-muerta,/en/furniture-paint-varnish-coverage,2026-04-21,95,0,0,1,0,construccion,How Many Cans of Paint Do I Need for Furniture? Calculator + Table | H,src/content/calcs-en/furniture-paint-varnish-coverage.json
B-casi-muerta,/en/garden-harvest-expected-kg,2026-04-21,95,0,0,1,0,jardineria,Vegetable Garden Yield Calculator: kg/m² by Crop + Table | Hacé Cuenta,src/content/calcs-en/garden-harvest-expected-kg.json
B-casi-muerta,/en/homemade-chocolate-bonbons-calculator,2026-04-21,95,0,0,1,0,cocina,How Much Chocolate for Homemade Bonbons? Calculator + Table | Hacé Cue,src/content/calcs-en/homemade-chocolate-bonbons-calculator.json
B-casi-muerta,/en/idioma-paralelo-2-al-mismo,2026-04-21,95,0,0,1,0,educacion,Can You Learn Two Languages at Once? Calculator + Viability Guide | Ha,src/content/calcs-en/idioma-paralelo-2-al-mismo.json
B-casi-muerta,/en/kinematic-equations-constant-acceleration,2026-04-21,95,0,0,1,0,ciencia,"Kinematic Equations Calculator (SUVAT): v, d, a, t | Hacé Cuentas",src/content/calcs-en/kinematic-equations-constant-acceleration.json
B-casi-muerta,/en/macros-low-fodmap-sibo,2026-04-21,95,0,0,1,0,salud,"Low-FODMAP Macro Calculator: protein, fat & carbs + food list | Hacé C",src/content/calcs-en/macros-low-fodmap-sibo.json
B-casi-muerta,/en/marathon-42k-training-plan-weeks,2026-04-21,95,0,0,1,0,deportes,Marathon 42K Training Plan 2026 | Hacé Cuentas,src/content/calcs-en/marathon-42k-training-plan-weeks.json
B-casi-muerta,/en/oxidation-number-element,2026-04-21,95,0,0,1,0,ciencia,Oxidation Number Calculator: Find Any Element's State | Hacé Cuentas,src/content/calcs-en/oxidation-number-element.json
B-casi-muerta,/en/padel-ranking-puntos-apt-aap-subir,2026-04-21,95,0,0,1,0,deportes,Padel Ranking Points to Move Up: calculator + table | Hacé Cuentas,src/content/calcs-en/padel-ranking-puntos-apt-aap-subir.json
B-casi-muerta,/en/plants-per-meter-hedge,2026-04-21,95,0,0,1,0,jardineria,How Many Plants for a Hedge: Calculator + Spacing Table | Hacé Cuentas,src/content/calcs-en/plants-per-meter-hedge.json
B-casi-muerta,/en/rate-limit-api-rpm-rps,2026-04-21,95,0,0,1,0,tecnologia,RPM to RPS Converter: rate limit calculator + table | Hacé Cuentas,src/content/calcs-en/rate-limit-api-rpm-rps.json
B-casi-muerta,/en/rest-between-sets-intensity,2026-04-21,95,0,0,1,0,deportes,Rest Between Sets Calculator 2026 | Hacé Cuentas,src/content/calcs-en/rest-between-sets-intensity.json
B-casi-muerta,/en/roof-waterproofing-kg-m2-calculator,2026-04-21,95,0,0,1,0,construccion,Roof Waterproofing Calculator: kg/m² + Coverage Table | Hacé Cuentas,src/content/calcs-en/roof-waterproofing-kg-m2-calculator.json
B-casi-muerta,/en/scale-vanilla-pound-cake-recipe,2026-04-21,95,0,0,1,0,cocina,Scale Vanilla Pound Cake Recipe: exact ingredients + table | Hacé Cuen,src/content/calcs-en/scale-vanilla-pound-cake-recipe.json
B-casi-muerta,/en/split-ac-btu-calculator,2026-04-21,95,0,0,1,0,construccion,BTU per Square Meter for Split AC: Calculator + Chart | Hacé Cuentas,src/content/calcs-en/split-ac-btu-calculator.json
B-casi-muerta,/en/vegan-diet-macros,2026-04-21,95,0,0,1,0,salud,Vegan Diet Macros Calculator 2026 | Hacé Cuentas,src/content/calcs-en/vegan-diet-macros.json
B-casi-muerta,/en/vegan-macro-calculator-plant-protein,2026-04-21,95,0,0,1,0,salud,"Vegan Macro Calculator: daily protein, fat & carbs + plant protein tab",src/content/calcs-en/vegan-macro-calculator-plant-protein.json
B-casi-muerta,/pt/crossfit-fran-benchmark-tempo-rx,2026-04-21,95,0,0,1,0,deportes,Fran CrossFit: tempo RX e níveis (21-15-9) | Hacé Cuentas,src/content/calcs-pt/crossfit-fran-benchmark-tempo-rx.json
B-casi-muerta,/pt/custo-mensal-aprender-idioma-opcoes,2026-04-21,95,0,0,1,0,idiomas,Quanto Custa Aprender um Idioma por Mês? Calculadora + Tabela | Hacé C,src/content/calcs-pt/custo-mensal-aprender-idioma-opcoes.json
B-casi-muerta,/pt/idiomas-mais-uteis-profissao-internacional,2026-04-21,95,0,0,1,0,idiomas,Quais idiomas aprender por profissão: top 3 por carreira | Hacé Cuenta,src/content/calcs-pt/idiomas-mais-uteis-profissao-internacional.json
B-casi-muerta,/pt/maratona-ritmo-quilometro,2026-04-21,95,0,0,1,0,deportes,Pace Maratona: calcule o ritmo por km e por milha | Hacé Cuentas,src/content/calcs-pt/maratona-ritmo-quilometro.json
B-casi-muerta,/en/1rm-calculator,2026-04-22,94,0,0,1,0,deportes,1RM Calculator — One Rep Max (Epley) 2026 | Hacé Cuentas,src/content/calcs-en/1rm-calculator.json
B-casi-muerta,/pt/amortizacao-antecipada-reducao-prazo-parcela,2026-04-22,94,0,0,1,0,vida,Amortização Antecipada: Reduzir Prazo ou Parcela 2026 | Hacé Cuentas,src/content/calcs-pt/amortizacao-antecipada-reducao-prazo-parcela.json
B-casi-muerta,/pt/bpc-idoso-deficiente-salario-minimo,2026-04-22,94,0,0,1,0,familia,BPC/LOAS 2026: Idoso e Deficiente — Veja se Você Tem Direito | Hacé Cu,src/content/calcs-pt/bpc-idoso-deficiente-salario-minimo.json
B-casi-muerta,/pt/horas-extras-50-100-dsr-reflexo,2026-04-22,94,0,0,1,0,finanzas,Horas extras 50% 100% + DSR 2026 | Hacé Cuentas,src/content/calcs-pt/horas-extras-50-100-dsr-reflexo.json
B-casi-muerta,/pt/pro-labore-minimo-socio-administrador,2026-04-22,94,0,0,1,0,impuestos,Pró-labore Mínimo Sócio Administrador 2026 | Hacé Cuentas,src/content/calcs-pt/pro-labore-minimo-socio-administrador.json
B-casi-muerta,/comparar/ollama-vs-lm-studio-vs-jan-self-host-llm,2026-04-27,89,0,0,1,0,tecnologia,Ollama vs LM Studio vs Jan: Self-Host LLM Local 2026 | Hacé Cuentas,src/content/comparaciones/ollama-vs-lm-studio-vs-jan-self-host-llm.json
B-casi-muerta,/comparar/prepaga-osde-vs-swiss-vs-galeno-vs-omint,2026-04-27,89,0,0,1,0,salud,OSDE vs Swiss Medical vs Galeno vs Omint 2026 | Hacé Cuentas,src/content/comparaciones/prepaga-osde-vs-swiss-vs-galeno-vs-omint.json
B-casi-muerta,/comparar/shopify-vs-tiendanube-vs-mercadoshops-ecommerce,2026-04-27,89,0,0,1,0,negocios,Shopify vs Tiendanube vs MercadoShops 2026 | Hacé Cuentas,src/content/comparaciones/shopify-vs-tiendanube-vs-mercadoshops-ecommerce.json
B-casi-muerta,/cl/calculadora-cuenta-rut-chile-banco-estado-comisiones,2026-04-28,88,0,0,1,0,finanzas,Comisiones CuentaRUT BancoEstado 2026 | Hacé Cuentas,src/content/calcs-cl/calculadora-cuenta-rut-chile-banco-estado-comisiones.json
B-casi-muerta,/cl/calculadora-inversion-departamento-arriendo-chile-yield-rentabilidad,2026-04-28,88,0,0,1,0,finanzas,Yield Arriendo Departamento Chile 2026: ¿Conviene Invertir? | Hacé Cue,src/content/calcs-cl/calculadora-inversion-departamento-arriendo-chile-yield-rentabilidad.json
B-casi-muerta,/co/calculadora-bicicleta-electrica-vs-moto-vs-carro-colombia,2026-04-28,88,0,0,1,0,automotor,Costo Total Bici Eléctrica vs Moto vs Carro 2026 | Hacé Cuentas,src/content/calcs-co/calculadora-bicicleta-electrica-vs-moto-vs-carro-colombia.json
B-casi-muerta,/en/401k-contribution-match-calculator,2026-04-28,88,0,0,1,0,finanzas,401(k) Contribution & Match Calculator 2026 | Hacé Cuentas,src/content/calcs-en/401k-contribution-match-calculator.json
B-casi-muerta,/en/daily-water-intake-by-weight-calculator,2026-04-28,88,0,0,1,0,salud,How Much Water Should I Drink a Day? Calculator + Chart | Hacé Cuentas,src/content/calcs-en/daily-water-intake-by-weight-calculator.json
B-casi-muerta,/en/emergency-fund-target-calculator,2026-04-28,88,0,0,1,0,finanzas,Emergency Fund Calculator 2026 | Hacé Cuentas,src/content/calcs-en/emergency-fund-target-calculator.json
B-casi-muerta,/en/lean-body-mass-calculator,2026-04-28,88,0,0,1,0,salud,Lean Body Mass Calculator: LBM + Body Fat % | Hacé Cuentas,src/content/calcs-en/lean-body-mass-calculator.json
B-casi-muerta,/en/passive-income-from-investments-calculator,2026-04-28,88,0,0,1,0,finanzas,Passive Income From Investments Calculator 2026 | Hacé Cuentas,src/content/calcs-en/passive-income-from-investments-calculator.json
B-casi-muerta,/en/pregnancy-weeks-to-months-converter,2026-04-28,88,0,0,1,0,familia,Pregnancy Weeks to Months Converter 2026 | Hacé Cuentas,src/content/calcs-en/pregnancy-weeks-to-months-converter.json
B-casi-muerta,/es/calculadora-hipoteca-fija-vs-variable-euribor-espana-2026,2026-04-28,88,0,0,1,0,finanzas,Hipoteca Fija vs Variable España 2026 | Hacé Cuentas,src/content/calcs-es/calculadora-hipoteca-fija-vs-variable-euribor-espana-2026.json
B-casi-muerta,/mx/calculadora-cfdi-rfc-validacion-uso-cliente-mexico,2026-04-28,88,0,0,1,0,negocios,Validador RFC + CFDI 4.0 México 2026 | Hacé Cuentas,src/content/calcs-mx/calculadora-cfdi-rfc-validacion-uso-cliente-mexico.json
B-casi-muerta,/pt/calculadora-financiamento-imovel-prestacao-sac-price,2026-04-28,88,0,0,1,0,finanzas,Financiamento Imóvel SAC vs Price 2026 | Hacé Cuentas,src/content/calcs-pt/calculadora-financiamento-imovel-prestacao-sac-price.json
B-casi-muerta,/pt/calculadora-imposto-renda-2026-brasil-completa-simplificada,2026-04-28,88,0,0,1,0,impuestos,IRPF 2026: Simplificado vs Completo — Qual compensa? | Hacé Cuentas,src/content/calcs-pt/calculadora-imposto-renda-2026-brasil-completa-simplificada.json
B-casi-muerta,/co/calculadora-carne-asado-kg-por-persona-colombia,2026-07-03,22,0,0,1,0,cocina,Calculadora de carne para asado por persona Colombia 2026,src/content/calcs-co/calculadora-carne-asado-kg-por-persona-colombia.json
B-casi-muerta,/ec/calculadora-dividir-gastos-cuenta-amigos-ecuador,2026-07-03,22,0,0,1,0,finanzas,Calculadora para dividir gastos entre amigos — Ecuador 2026,src/content/calcs-ec/calculadora-dividir-gastos-cuenta-amigos-ecuador.json
B-casi-muerta,/comparar/tdee-mifflin-vs-harris-benedict,2026-04-16,100,0,0,2,0,salud,Mifflin-St Jeor vs Harris-Benedict 2026: Que formula de calorias usar ,src/content/comparaciones/tdee-mifflin-vs-harris-benedict.json
B-casi-muerta,/en/10000-hours-mastery-gladwell,2026-04-21,95,0,0,2,0,educacion,"10,000-Hour Rule Calculator: Years to Master Any Skill | Hacé Cuentas",src/content/calcs-en/10000-hours-mastery-gladwell.json
B-casi-muerta,/en/baby-name-meaning,2026-04-21,95,0,0,2,0,salud,Baby Name Meanings & Origins: Search 200+ Names + Table | Hacé Cuentas,src/content/calcs-en/baby-name-meaning.json
B-casi-muerta,/en/boiler-kw-m2-heating,2026-04-21,95,0,0,2,0,construccion,Boiler Size Calculator: kW per m² + Sizing Chart | Hacé Cuentas,src/content/calcs-en/boiler-kw-m2-heating.json
B-casi-muerta,/en/curtain-fabric-window-calculator,2026-04-21,95,0,0,2,0,construccion,Curtain Fabric Calculator: How Much Fabric Per Window + Charts | Hacé ,src/content/calcs-en/curtain-fabric-window-calculator.json
B-casi-muerta,/en/estate-settlement-costs-attorney-fees,2026-04-21,95,0,0,2,0,finanzas,Estate Settlement Calculator 2026 | Hacé Cuentas,src/content/calcs-en/estate-settlement-costs-attorney-fees.json
B-casi-muerta,/en/fps-perceived-smoothness-gaming,2026-04-21,95,0,0,2,0,tecnologia,FPS to ms: frame latency calculator + table | Hacé Cuentas,src/content/calcs-en/fps-perceived-smoothness-gaming.json
B-casi-muerta,/en/home-electricity-usage-monthly-cost,2026-04-21,95,0,0,2,0,tecnologia,Appliance Electricity Cost Calculator: kWh + Monthly Bill | Hacé Cuent,src/content/calcs-en/home-electricity-usage-monthly-cost.json
B-casi-muerta,/en/language-learning-monthly-cost-options,2026-04-21,95,0,0,2,0,idiomas,How Much Does It Cost to Learn a Language? Calculator + Table | Hacé C,src/content/calcs-en/language-learning-monthly-cost-options.json
B-casi-muerta,/en/language-lessons-per-week,2026-04-21,95,0,0,2,0,idiomas,How Many Language Lessons Per Week? Calculator + Table | Hacé Cuentas,src/content/calcs-en/language-lessons-per-week.json
B-casi-muerta,/en/lectura-velocidad-paginas-hora-wpm,2026-04-21,95,0,0,2,0,educacion,Reading Speed Calculator: WPM Test + Norms Table | Hacé Cuentas,src/content/calcs-en/lectura-velocidad-paginas-hora-wpm.json
B-casi-muerta,/en/macros-carnivore-diet,2026-04-21,95,0,0,2,0,salud,Carnivore Diet Macros Calculator: protein + fat grams table | Hacé Cue,src/content/calcs-en/macros-carnivore-diet.json
B-casi-muerta,/en/medicine-entrance-cbc-score-uba-2026,2026-04-21,95,0,0,2,0,educacion,UBA Medicine Entrance Score Calculator 2026 | Hacé Cuentas,src/content/calcs-en/medicine-entrance-cbc-score-uba-2026.json
B-casi-muerta,/en/minimum-wage-2026-comparison,2026-04-21,95,0,0,2,0,finanzas,Minimum Wage Comparison Calculator 2026 | Hacé Cuentas,src/content/calcs-en/minimum-wage-2026-comparison.json
B-casi-muerta,/en/optimal-protein-per-meal,2026-04-21,95,0,0,2,0,deportes,How Much Protein Per Meal? Calculator + Table | Hacé Cuentas,src/content/calcs-en/optimal-protein-per-meal.json
B-casi-muerta,/en/pilates-reformer-frequency-weekly,2026-04-21,95,0,0,2,0,salud,How Often Should You Do Pilates Reformer Per Week? Calculator + Chart ,src/content/calcs-en/pilates-reformer-frequency-weekly.json
