url_a,url_b,cluster,formula_similarity,input_similarity,recommended_action,reason
https://hacecuentas.com/calculadora-conversor-bits-a-bytes,https://hacecuentas.com/calculadora-conversor-mbps-a-mb-s,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-bits-a-bytes,https://hacecuentas.com/calculadora-conversor-tb-a-gb,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-kb-a-mb,https://hacecuentas.com/calculadora-conversor-mb-a-gb,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-kb-a-mb,https://hacecuentas.com/calculadora-conversor-mbps-a-mb-s,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-kb-a-mb,https://hacecuentas.com/calculadora-conversor-tb-a-gb,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-mb-a-gb,https://hacecuentas.com/calculadora-conversor-mbps-a-mb-s,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-mb-a-gb,https://hacecuentas.com/calculadora-conversor-tb-a-gb,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-mbps-a-mb-s,https://hacecuentas.com/calculadora-conversor-tb-a-gb,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-cosecha-esperada-huerta-kg,https://hacecuentas.com/calculadora-semillas-por-m2-huerta,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-hitos-desarrollo-bebe-edad-meses,https://hacecuentas.com/calculadora-vacunas-faltantes-bebe-edad-meses,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-presupuesto-casamiento-por-invitado,https://hacecuentas.com/calculadora-presupuesto-cumple-15-quinceanera,food,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-temperaturas-horno-gas-electrico,https://hacecuentas.com/calculadora-tiempos-coccion-verduras-al-vapor-hervido,food,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-fahrenheit-a-celsius-horno,https://hacecuentas.com/calculadora-conversor-tazas-a-mililitros,food,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-poder-adquisitivo-sueldo-real,https://hacecuentas.com/calculadora-salario-real-inflacion,salary,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-inversion-dolarizada-cocos-balanz-rendimiento,https://hacecuentas.com/calculadora-tarjeta-credito-pago-minimo-intereses,loans,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-irpf-cataluna-2026-asalariado,https://hacecuentas.com/calculadora-irpf-madrid-2026-asalariado,taxes,1.00,1.00,DIFFERENTIATE,"fórmula parecida pero difieren en régimen/bruto-neto/período/rol → diferenciar, NO redirigir"
https://hacecuentas.com/calculadora-impuesto-cheque-debitos-creditos,https://hacecuentas.com/calculadora-retencion-rg2616-proveedor-monotributo,taxes,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-area-triangulo-heron-tres-lados,https://hacecuentas.com/calculadora-ecuacion-cuadratica-raices-discriminante,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-combinaciones-permutaciones-factorial,https://hacecuentas.com/calculadora-factorial-combinatoria-permutaciones,mathematics,1.00,1.00,DIFFERENTIATE,"fórmula parecida pero difieren en régimen/bruto-neto/período/rol → diferenciar, NO redirigir"
https://hacecuentas.com/calculadora-conversion-btu-kcal-aire-acondicionado,https://hacecuentas.com/calculadora-conversion-fahrenheit-celsius-clima,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-btu-kcal-aire-acondicionado,https://hacecuentas.com/calculadora-conversion-kilo-libra-lb-kg-exacto,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-btu-kcal-aire-acondicionado,https://hacecuentas.com/calculadora-conversion-metro-pie-feet-exacto,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-btu-kcal-aire-acondicionado,https://hacecuentas.com/calculadora-conversion-milla-kilometro-ida-vuelta,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-btu-kcal-aire-acondicionado,https://hacecuentas.com/calculadora-conversion-ppm-mg-l-quimica-agua,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-btu-kcal-aire-acondicionado,https://hacecuentas.com/calculadora-conversion-quintal-tonelada-kg-agro,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-btu-kcal-aire-acondicionado,https://hacecuentas.com/calculadora-conversion-radianes-grados-angulo,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-fahrenheit-celsius-clima,https://hacecuentas.com/calculadora-conversion-kilo-libra-lb-kg-exacto,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-fahrenheit-celsius-clima,https://hacecuentas.com/calculadora-conversion-metro-pie-feet-exacto,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-fahrenheit-celsius-clima,https://hacecuentas.com/calculadora-conversion-milla-kilometro-ida-vuelta,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-fahrenheit-celsius-clima,https://hacecuentas.com/calculadora-conversion-ppm-mg-l-quimica-agua,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-fahrenheit-celsius-clima,https://hacecuentas.com/calculadora-conversion-quintal-tonelada-kg-agro,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-fahrenheit-celsius-clima,https://hacecuentas.com/calculadora-conversion-radianes-grados-angulo,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-kilo-libra-lb-kg-exacto,https://hacecuentas.com/calculadora-conversion-metro-pie-feet-exacto,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-kilo-libra-lb-kg-exacto,https://hacecuentas.com/calculadora-conversion-milla-kilometro-ida-vuelta,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-kilo-libra-lb-kg-exacto,https://hacecuentas.com/calculadora-conversion-ppm-mg-l-quimica-agua,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-kilo-libra-lb-kg-exacto,https://hacecuentas.com/calculadora-conversion-quintal-tonelada-kg-agro,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-kilo-libra-lb-kg-exacto,https://hacecuentas.com/calculadora-conversion-radianes-grados-angulo,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-metro-pie-feet-exacto,https://hacecuentas.com/calculadora-conversion-milla-kilometro-ida-vuelta,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-metro-pie-feet-exacto,https://hacecuentas.com/calculadora-conversion-ppm-mg-l-quimica-agua,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-metro-pie-feet-exacto,https://hacecuentas.com/calculadora-conversion-quintal-tonelada-kg-agro,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-metro-pie-feet-exacto,https://hacecuentas.com/calculadora-conversion-radianes-grados-angulo,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-milla-kilometro-ida-vuelta,https://hacecuentas.com/calculadora-conversion-ppm-mg-l-quimica-agua,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-milla-kilometro-ida-vuelta,https://hacecuentas.com/calculadora-conversion-quintal-tonelada-kg-agro,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-milla-kilometro-ida-vuelta,https://hacecuentas.com/calculadora-conversion-radianes-grados-angulo,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-ppm-mg-l-quimica-agua,https://hacecuentas.com/calculadora-conversion-quintal-tonelada-kg-agro,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-ppm-mg-l-quimica-agua,https://hacecuentas.com/calculadora-conversion-radianes-grados-angulo,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversion-quintal-tonelada-kg-agro,https://hacecuentas.com/calculadora-conversion-radianes-grados-angulo,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-anos-a-dias,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-brazas-a-metros,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-dias-a-horas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-gramos-a-onzas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-hectareas-a-metros-cuadrados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-horas-a-minutos,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-meses-a-semanas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-milimetros-a-pulgadas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-pies-a-metros,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-pies-a-pulgadas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-pulgadas-cuadradas-a-centimetros-cuadrados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-radianes-a-grados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-semanas-a-dias,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-toneladas-cortas-a-toneladas-metricas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-acres-a-hectareas,https://hacecuentas.com/calculadora-conversor-varas-a-metros,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-brazas-a-metros,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-dias-a-horas,mathematics,1.00,1.00,DIFFERENTIATE,"fórmula parecida pero difieren en régimen/bruto-neto/período/rol → diferenciar, NO redirigir"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-gramos-a-onzas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-hectareas-a-metros-cuadrados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-horas-a-minutos,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-meses-a-semanas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-milimetros-a-pulgadas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-pies-a-metros,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-pies-a-pulgadas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-pulgadas-cuadradas-a-centimetros-cuadrados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-radianes-a-grados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-semanas-a-dias,mathematics,1.00,1.00,DIFFERENTIATE,"fórmula parecida pero difieren en régimen/bruto-neto/período/rol → diferenciar, NO redirigir"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-toneladas-cortas-a-toneladas-metricas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-anos-a-dias,https://hacecuentas.com/calculadora-conversor-varas-a-metros,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-dias-a-horas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-gramos-a-onzas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-hectareas-a-metros-cuadrados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-horas-a-minutos,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-meses-a-semanas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-milimetros-a-pulgadas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-pies-a-metros,mathematics,1.00,1.00,DIFFERENTIATE,"fórmula parecida pero difieren en régimen/bruto-neto/período/rol → diferenciar, NO redirigir"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-pies-a-pulgadas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-pulgadas-cuadradas-a-centimetros-cuadrados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-radianes-a-grados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-semanas-a-dias,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-toneladas-cortas-a-toneladas-metricas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-brazas-a-metros,https://hacecuentas.com/calculadora-conversor-varas-a-metros,mathematics,1.00,1.00,DIFFERENTIATE,"fórmula parecida pero difieren en régimen/bruto-neto/período/rol → diferenciar, NO redirigir"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-gramos-a-onzas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-hectareas-a-metros-cuadrados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-horas-a-minutos,mathematics,1.00,1.00,DIFFERENTIATE,"fórmula parecida pero difieren en régimen/bruto-neto/período/rol → diferenciar, NO redirigir"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-meses-a-semanas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-milimetros-a-pulgadas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-pies-a-metros,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-pies-a-pulgadas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-pulgadas-cuadradas-a-centimetros-cuadrados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-radianes-a-grados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-semanas-a-dias,mathematics,1.00,1.00,DIFFERENTIATE,"fórmula parecida pero difieren en régimen/bruto-neto/período/rol → diferenciar, NO redirigir"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-toneladas-cortas-a-toneladas-metricas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-dias-a-horas,https://hacecuentas.com/calculadora-conversor-varas-a-metros,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-gramos-a-onzas,https://hacecuentas.com/calculadora-conversor-hectareas-a-metros-cuadrados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-gramos-a-onzas,https://hacecuentas.com/calculadora-conversor-horas-a-minutos,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-gramos-a-onzas,https://hacecuentas.com/calculadora-conversor-meses-a-semanas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-gramos-a-onzas,https://hacecuentas.com/calculadora-conversor-milimetros-a-pulgadas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-gramos-a-onzas,https://hacecuentas.com/calculadora-conversor-pies-a-metros,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-gramos-a-onzas,https://hacecuentas.com/calculadora-conversor-pies-a-pulgadas,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-gramos-a-onzas,https://hacecuentas.com/calculadora-conversor-pulgadas-cuadradas-a-centimetros-cuadrados,mathematics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
